Target_genes	Gli3|Average	ERX2693515|Embryonic_brains	ERX2693516|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Frmd4a	210.666667	170	462	0	0
Calhm6	210.666667	170	462	0	0
Gzmm	210.333333	157	474	0	0
Arhgap30	210.333333	122	509	0	0
Tmed6	210.000000	0	630	0	0
Myog	210.000000	211	419	0	0
Lamc3	210.000000	156	474	0	0
Chrm1	210.000000	0	630	0	0
Cebpe	210.000000	173	457	0	0
Slc25a48	209.666667	199	430	0	0
Ucp1	209.333333	201	427	0	0
Gm2696	209.333333	206	422	0	0
Ccdc92b	209.333333	211	417	0	0
Tmem72	209.000000	233	394	0	0
Gm5741	209.000000	162	465	0	0
Ecrg4	209.000000	122	505	0	0
Ctf2	209.000000	211	416	0	0
Crym	209.000000	233	394	0	0
Ccnb1ip1	209.000000	222	405	0	0
Mal	208.666667	141	485	0	0
Lypd5	208.666667	164	462	0	0
Lrrd1	208.666667	141	485	0	0
Hdgfl1	208.666667	195	431	0	0
Bfsp2	208.666667	201	425	0	0
St6galnac2	208.333333	214	411	0	0
Kcnn4	208.333333	239	386	0	0
Tnfsf14	208.000000	252	372	0	0
Plekhg5	208.000000	220	404	0	0
Tm4sf5	207.666667	150	473	0	0
Ppm1n	207.666667	191	432	0	0
Il20ra	207.666667	150	473	0	0
Rassf5	207.333333	180	442	0	0
Gstp2	207.333333	159	463	0	0
Fam83a	207.333333	211	411	0	0
Cmklr1	207.333333	137	485	0	0
Ccin	207.333333	160	462	0	0
Gm13272	207.000000	205	416	0	0
Cacna1i	207.000000	171	450	0	0
Upk3b	206.666667	181	439	0	0
Gm4302	206.666667	200	420	0	0
Cxcl3	206.666667	170	450	0	0
Ank1	206.666667	213	407	0	0
Alox5	206.666667	243	377	0	0
1700012B09Rik	206.666667	170	450	0	0
Otof	206.333333	134	485	0	0
Olfr1361	206.333333	180	439	0	0
Gadl1	206.333333	180	439	0	0
Pla2g12b	206.000000	150	468	0	0
Zglp1	205.666667	148	469	0	0
Tomm20l	205.666667	190	427	0	0
Slc22a6	205.666667	126	491	0	0
Secisbp2l	205.666667	201	416	0	0
Edn3	205.666667	120	497	0	0
Ptpdc1	205.333333	211	405	0	0
Pcdha3	205.333333	252	364	0	0
Gdf2	205.333333	211	405	0	0
Syt13	205.000000	160	455	0	0
Grm6	205.000000	189	426	0	0
Ccdc182	205.000000	244	371	0	0
Cabp1	205.000000	131	484	0	0
Spatc1	204.666667	141	473	0	0
Scn4a	204.666667	134	480	0	0
Gpr26	204.333333	209	404	0	0
Arhgef10l	204.333333	216	397	0	0
Sycp3	204.000000	154	458	0	0
Rxfp4	204.000000	300	312	0	0
Prss33	204.000000	190	422	0	0
Mlph	204.000000	150	462	0	0
Kdf1	204.000000	177	435	0	0
Cwc22	204.000000	229	383	0	0
4930512M02Rik	204.000000	107	505	0	0
Neurl1a	203.666667	135	476	0	0
Galnt6	203.666667	163	448	0	0
Card11	203.666667	167	444	0	0
Atp12a	203.666667	150	461	0	0
Ucn	203.333333	273	337	0	0
Mogat2	203.333333	160	450	0	0
Gpnmb	203.333333	113	497	0	0
Zfp931	203.000000	170	439	0	0
Treh	203.000000	170	439	0	0
Tmem179	203.000000	172	437	0	0
Krt85	203.000000	189	420	0	0
Krt83	203.000000	189	420	0	0
Gm10654	203.000000	160	449	0	0
Cacnb1	203.000000	201	408	0	0
Ano9	203.000000	170	439	0	0
Wnt2	202.333333	180	427	0	0
Slc6a9	202.333333	177	430	0	0
Slc44a3	202.333333	201	406	0	0
Guca2b	202.333333	231	376	0	0
Fitm1	202.333333	156	451	0	0
Ctsf	202.333333	163	444	0	0
Snx31	202.000000	201	405	0	0
Lgals3	202.000000	188	418	0	0
Ano7	202.000000	190	416	0	0
Aldoart2	202.000000	201	405	0	0
Trpc2	201.666667	162	443	0	0
Tmem91	201.666667	0	605	0	0
Slc15a3	201.666667	186	419	0	0
Inpp5f	201.666667	163	442	0	0
Elavl2	201.666667	211	394	0	0
Aldh3b1	201.666667	139	466	0	0
Slc6a12	201.333333	222	382	0	0
Gpr68	201.333333	170	434	0	0
Myadml2	201.000000	209	394	0	0
Cldn24	201.000000	179	424	0	0
Angpt4	201.000000	152	451	0	0
Mfsd6l	200.666667	185	417	0	0
Krt32	200.666667	224	378	0	0
Gm9949	200.666667	141	461	0	0
Gas2l2	200.666667	153	449	0	0
Adrb2	200.666667	141	461	0	0
Svep1	200.333333	170	431	0	0
Slc23a1	200.333333	246	355	0	0
Ttll3	200.000000	151	449	0	0
Sardh	200.000000	202	398	0	0
Rho	200.000000	249	351	0	0
Nphs2	200.000000	150	450	0	0
Myo5c	200.000000	150	450	0	0
Htatip2	200.000000	150	450	0	0
Atg14	200.000000	180	420	0	0
Ppm1m	199.666667	180	419	0	0
Palm3	199.666667	206	393	0	0
Acot12	199.666667	160	439	0	0
Msgn1	199.333333	113	485	0	0
Ece1	199.333333	205	393	0	0
Smim41	199.000000	122	475	0	0
Hormad2	199.000000	113	484	0	0
Dok3	199.000000	279	318	0	0
A330070K13Rik	199.000000	170	427	0	0
Rhox13	198.666667	233	363	0	0
Pi16	198.333333	177	418	0	0
Pcdha1	198.333333	216	379	0	0
Lama3	198.333333	113	482	0	0
Fthl17-ps1	198.333333	201	394	0	0
Cyp21a1	198.333333	256	339	0	0
Pklr	198.000000	167	427	0	0
Loxl4	198.000000	197	397	0	0
Gm2237	198.000000	263	331	0	0
Sytl1	197.666667	129	464	0	0
Kcnab1	197.666667	0	593	0	0
Cda	197.666667	122	471	0	0
Slc34a2	197.333333	222	370	0	0
Rdh5	197.333333	160	432	0	0
Ablim1	197.333333	147	445	0	0
Hoxc13	197.000000	161	430	0	0
Caln1	197.000000	141	450	0	0
Gm10142	196.666667	206	384	0	0
Etv2	196.666667	221	369	0	0
Pou2f2	196.333333	164	425	0	0
Olfr94	196.333333	233	356	0	0
Fam83h	196.333333	168	421	0	0
Serpinb6c	195.666667	160	427	0	0
Rhcg	195.666667	137	450	0	0
R3hdml	195.666667	190	397	0	0
Magix	195.666667	160	427	0	0
Kcnq1	195.666667	202	385	0	0
Gm38538	195.666667	187	400	0	0
Cblc	195.666667	192	395	0	0
Cox8c	195.333333	170	416	0	0
Cav3	195.333333	113	473	0	0
Tpsab1	195.000000	163	422	0	0
Tc2n	195.000000	132	453	0	0
Sult2a4	195.000000	153	432	0	0
Pcdha5	195.000000	123	462	0	0
Kif7	195.000000	198	387	0	0
Gm13290	195.000000	156	429	0	0
Gm13289	195.000000	156	429	0	0
CK137956	195.000000	190	395	0	0
Cdx1	195.000000	195	390	0	0
Trim72	194.666667	201	383	0	0
Rbm44	194.666667	190	394	0	0
Olfr315	194.666667	190	394	0	0
Mpl	194.666667	212	372	0	0
Dnah10	194.666667	170	414	0	0
Dgkg	194.666667	180	404	0	0
Tinagl1	194.333333	202	381	0	0
Them7	194.333333	244	339	0	0
Pcsk9	194.333333	122	461	0	0
Henmt1	194.333333	89	494	0	0
Efcab6	194.333333	201	382	0	0
Slc52a3	194.000000	151	431	0	0
Pigm	194.000000	141	441	0	0
Acrbp	194.000000	159	423	0	0
Slc47a2	193.666667	170	411	0	0
Sfrp5	193.666667	165	416	0	0
Urah	193.333333	160	420	0	0
Slc27a5	193.333333	0	580	0	0
Rbp7	193.333333	170	410	0	0
Prdm13	193.333333	170	410	0	0
Mocos	193.333333	141	439	0	0
Mfrp	193.333333	177	403	0	0
Inhbc	193.333333	141	439	0	0
Gpr6	193.333333	110	470	0	0
Cnksr1	193.333333	202	378	0	0
C1qtnf5	193.333333	177	403	0	0
B3gnt3	193.333333	172	408	0	0
Th	193.000000	123	456	0	0
Stx1b	193.000000	222	357	0	0
Hnf1a	193.000000	162	417	0	0
Gm4981	193.000000	184	395	0	0
Gm13288	192.666667	156	422	0	0
Cmtm5	192.666667	0	578	0	0
Slc22a18	192.333333	166	411	0	0
Rhbg	192.333333	104	473	0	0
Itih1	192.333333	150	427	0	0
Fam83f	192.333333	162	415	0	0
Tmie	192.000000	177	399	0	0
Grid2ip	192.000000	162	414	0	0
Fbp1	192.000000	160	416	0	0
C1qc	192.000000	155	421	0	0
Als2cl	192.000000	177	399	0	0
7420426K07Rik	192.000000	160	416	0	0
Tmem250-ps	191.666667	218	357	0	0
Snorc	191.666667	182	393	0	0
Slc17a9	191.666667	0	575	0	0
Slc11a1	191.666667	170	405	0	0
Sbno2	191.666667	157	418	0	0
Fat1	191.666667	113	462	0	0
Ccdc117	191.666667	113	462	0	0
B430306N03Rik	191.666667	170	405	0	0
Inpp5d	191.333333	150	424	0	0
Cd70	191.333333	163	411	0	0
Plxnb3	190.666667	170	402	0	0
Plaat1	190.666667	122	450	0	0
Oprd1	190.666667	205	367	0	0
Olfr284	190.666667	201	371	0	0
Lhcgr	190.666667	190	382	0	0
Gm5294	190.666667	159	413	0	0
Cldn19	190.666667	143	429	0	0
Ciita	190.666667	190	382	0	0
Mybpc3	190.333333	0	571	0	0
Slc22a20	190.000000	161	409	0	0
Lypd2	190.000000	237	333	0	0
Lrrc14b	189.666667	160	409	0	0
Isg20	189.666667	180	389	0	0
Cyth4	189.666667	213	356	0	0
Ap1m2	189.666667	162	407	0	0
Slc35f3	189.333333	150	418	0	0
Ptpn7	189.333333	187	381	0	0
Plpp7	189.333333	156	412	0	0
Oxsr1	189.333333	141	427	0	0
Olfr95	189.333333	95	473	0	0
Ncmap	189.333333	131	437	0	0
Gm19402	189.333333	177	391	0	0
Asprv1	189.333333	188	380	0	0
Muc5b	189.000000	139	428	0	0
Man2b2	189.000000	217	350	0	0
Gldn	189.000000	122	445	0	0
Kcnt1	188.666667	190	376	0	0
Cd247	188.666667	150	416	0	0
Tmem127	188.333333	162	403	0	0
Tdh	188.333333	160	405	0	0
Dnah2	188.333333	190	375	0	0
Ciao1	188.333333	162	403	0	0
Tex101	188.000000	170	394	0	0
Fam185a	187.666667	113	450	0	0
Ccdc146	187.666667	113	450	0	0
Tex13b	187.333333	0	562	0	0
Shisal2a	187.333333	180	382	0	0
Rasgef1a	187.333333	180	382	0	0
2410004P03Rik	187.333333	152	410	0	0
Zfp652	187.000000	222	339	0	0
Sbk1	187.000000	159	402	0	0
Prm3	187.000000	175	386	0	0
Prm2	187.000000	175	386	0	0
Nmu	187.000000	201	360	0	0
Mkrn3	187.000000	184	377	0	0
H3f4	187.000000	205	356	0	0
Gpr179	187.000000	131	430	0	0
Fthl17c	187.000000	201	360	0	0
Abo	187.000000	201	360	0	0
Nhlrc4	186.333333	174	385	0	0
Gjb6	186.333333	86	473	0	0
Cpt1b	186.333333	130	429	0	0
Bicdl2	186.333333	123	436	0	0
Pkn3	186.000000	204	354	0	0
Parp4	186.000000	131	427	0	0
Kcnip2	186.000000	211	347	0	0
Htr5a	186.000000	183	375	0	0
Gm14296	186.000000	0	558	0	0
2210418O10Rik	186.000000	0	558	0	0
Otop1	185.666667	175	382	0	0
H60b	185.666667	170	387	0	0
Gm14137	185.666667	130	427	0	0
Zfp831	185.333333	224	332	0	0
Ywhaq	185.333333	0	556	0	0
Robo4	185.333333	160	396	0	0
Pnpla5	185.333333	159	397	0	0
Nrxn1	185.333333	138	418	0	0
Gja3	185.333333	170	386	0	0
Ccn5	185.333333	158	398	0	0
Zar1	185.000000	131	424	0	0
Syt8	185.000000	129	426	0	0
Espnl	185.000000	196	359	0	0
Ephx3	184.666667	160	394	0	0
Entpd2	184.666667	154	400	0	0
C1qtnf1	184.666667	160	394	0	0
Lrrc25	184.333333	208	345	0	0
Ghdc	184.333333	163	390	0	0
Rabggta	184.000000	233	319	0	0
Nrn1l	184.000000	0	552	0	0
Mpzl2	184.000000	159	393	0	0
Fam25c	184.000000	170	382	0	0
S1pr4	183.666667	186	365	0	0
P2rx1	183.666667	150	401	0	0
Mpp7	183.666667	279	272	0	0
Lrit1	183.666667	167	384	0	0
Armc4	183.666667	180	371	0	0
Tnfsf15	183.333333	190	360	0	0
Tmprss6	183.333333	180	370	0	0
Nefh	183.333333	163	387	0	0
Myo3a	183.333333	190	360	0	0
Bpifa3	183.333333	190	360	0	0
Babam1	183.333333	191	359	0	0
Ap1b1	183.333333	163	387	0	0
Thsd1	183.000000	122	427	0	0
Cyp4f39	183.000000	122	427	0	0
Padi1	182.666667	135	413	0	0
Trp73	182.333333	153	394	0	0
Rprml	182.333333	197	350	0	0
Pcolce	182.333333	220	327	0	0
Gm6583	182.333333	0	547	0	0
Selplg	182.000000	96	450	0	0
Rbbp8nl	182.000000	141	405	0	0
Prkag3	182.000000	204	342	0	0
Kcnj12	182.000000	153	393	0	0
Ffar2	182.000000	186	360	0	0
Dbndd2	182.000000	152	394	0	0
Col15a1	182.000000	179	367	0	0
Slc13a5	181.666667	131	414	0	0
Glp1r	181.666667	146	399	0	0
Gdap1l1	181.666667	113	432	0	0
Alox12b	181.666667	204	341	0	0
Abcc8	181.666667	122	423	0	0
Zfp968	181.333333	0	544	0	0
Zfp967	181.333333	0	544	0	0
Zfp966	181.333333	0	544	0	0
Sigirr	181.333333	131	413	0	0
Ntsr1	181.333333	190	354	0	0
Hsd17b2	181.333333	0	544	0	0
Tubg2	181.000000	131	412	0	0
Meox1	181.000000	149	394	0	0
Lsp1	181.000000	152	391	0	0
Des	181.000000	184	359	0	0
Cxcl2	181.000000	104	439	0	0
Nucb1	180.666667	0	542	0	0
Krt87	180.666667	204	338	0	0
Slc17a8	180.333333	170	371	0	0
Rtkn	180.333333	179	362	0	0
Pde6b	180.333333	170	371	0	0
Ky	180.333333	188	353	0	0
Cldn22	180.333333	170	371	0	0
Sstr1	180.000000	131	409	0	0
Spata13	180.000000	113	427	0	0
Ptgds	180.000000	150	390	0	0
Lamb3	180.000000	222	318	0	0
Hoxc8	180.000000	113	427	0	0
Tmem54	179.666667	156	383	0	0
Gm3667	179.666667	249	290	0	0
Aldoa	179.666667	133	406	0	0
Klhdc9	179.333333	122	416	0	0
Hus1b	179.333333	119	419	0	0
Gfpt2	179.333333	150	388	0	0
Fer1l4	179.333333	150	388	0	0
Tulp1	179.000000	152	385	0	0
Sstr5	179.000000	173	364	0	0
Rasal1	178.666667	177	359	0	0
Prss50	178.666667	139	397	0	0
Nr0b1	178.666667	156	380	0	0
Hs3st2	178.333333	111	424	0	0
Gm15455	178.333333	167	368	0	0
Fam107a	178.333333	141	394	0	0
Corin	178.333333	122	413	0	0
Cnpy1	178.333333	131	404	0	0
Mymx	178.000000	186	348	0	0
Ghsr	178.000000	206	328	0	0
Khdc3	177.666667	169	364	0	0
Wdr88	177.333333	221	311	0	0
Tktl1	177.333333	0	532	0	0
Slc13a3	177.333333	83	449	0	0
Dscam	177.333333	150	382	0	0
Ceacam19	177.333333	134	398	0	0
Vsx1	177.000000	140	391	0	0
Slc45a1	177.000000	96	435	0	0
Scoc	177.000000	160	371	0	0
Scgn	177.000000	160	371	0	0
Ramp1	177.000000	113	418	0	0
Pdzrn4	177.000000	160	371	0	0
Cacng3	177.000000	104	427	0	0
Trarg1	176.666667	180	350	0	0
Spint1	176.666667	165	365	0	0
Ripply1	176.666667	170	360	0	0
Prss46	176.666667	170	360	0	0
Neurog3	176.666667	104	426	0	0
Ccdc3	176.666667	170	360	0	0
Zfp936	176.333333	179	350	0	0
Tnfrsf1b	176.333333	113	416	0	0
Sstr4	176.333333	160	369	0	0
Fgr	176.333333	160	369	0	0
Cpne9	176.333333	172	357	0	0
Cdhr1	176.333333	201	328	0	0
Mfsd4a	176.000000	95	433	0	0
Kcna5	176.000000	149	379	0	0
Gm13275	176.000000	182	346	0	0
Fam83g	176.000000	105	423	0	0
Slc26a10	175.666667	220	307	0	0
Muc6	175.666667	167	360	0	0
Krt78	175.666667	179	348	0	0
Hs3st6	175.666667	112	415	0	0
Gmnc	175.666667	122	405	0	0
G0s2	175.666667	122	405	0	0
Cxcl16	175.666667	183	344	0	0
Bcl3	175.666667	167	360	0	0
Gng7	175.000000	196	329	0	0
Gal	175.000000	159	366	0	0
Cbln2	175.000000	131	394	0	0
Pde4a	174.666667	190	334	0	0
Agap3	174.666667	104	420	0	0
Abcc10	174.666667	187	337	0	0
Zfp939	174.333333	141	382	0	0
Rps2	174.333333	197	326	0	0
Hspb2	174.333333	188	335	0	0
Gm19410	174.333333	141	382	0	0
Cryab	174.333333	188	335	0	0
Trim15	174.000000	179	343	0	0
Slc46a2	174.000000	122	400	0	0
Mixl1	174.000000	154	368	0	0
Htr6	174.000000	202	320	0	0
Gfra4	174.000000	175	347	0	0
1700019D03Rik	174.000000	160	362	0	0
Morc2b	173.666667	150	371	0	0
Itga9	173.666667	95	426	0	0
Heyl	173.666667	150	371	0	0
Eef1a2	173.666667	175	346	0	0
Ano1	173.666667	122	399	0	0
Tekt4	173.333333	165	355	0	0
Qrfpr	173.333333	160	360	0	0
Pcp2	173.333333	0	520	0	0
Ncoa4	173.333333	104	416	0	0
Lamp1	173.333333	104	416	0	0
H2-L	173.333333	129	391	0	0
H2-D1	173.333333	129	391	0	0
Ccnd3	173.333333	113	407	0	0
Ccdc187	173.333333	0	520	0	0
Steap4	173.000000	201	318	0	0
Pcdhga2	173.000000	125	394	0	0
Fam89b	173.000000	196	323	0	0
Ccn4	173.000000	180	339	0	0
AI661453	173.000000	122	397	0	0
1700001C19Rik	173.000000	122	397	0	0
Rhbdl2	172.666667	190	328	0	0
Pkd1l2	172.666667	190	328	0	0
Pde4dip	172.666667	113	405	0	0
Omp	172.666667	144	374	0	0
Marveld2	172.666667	198	320	0	0
Gpr75	172.666667	113	405	0	0
Cdhr5	172.666667	146	372	0	0
Tmem132d	172.333333	141	376	0	0
Tjp3	172.333333	148	369	0	0
Pdx1	172.333333	155	362	0	0
Mmp28	172.333333	104	413	0	0
Lhb	172.333333	160	357	0	0
Ppp2r5a	172.000000	141	375	0	0
Grap2	172.000000	196	320	0	0
Gna15	172.000000	160	356	0	0
Clps	172.000000	260	256	0	0
Avpr2	172.000000	177	339	0	0
Tuba8	171.666667	147	368	0	0
Gsx2	171.666667	104	411	0	0
Gm4984	171.666667	113	402	0	0
Cldn4	171.666667	150	365	0	0
AU022751	171.666667	160	355	0	0
Elfn2	171.333333	187	327	0	0
C130074G19Rik	171.333333	113	401	0	0
Prss39	171.000000	183	330	0	0
Pax8	171.000000	141	372	0	0
Gdf10	171.000000	190	323	0	0
Fthl17b	171.000000	131	382	0	0
Erich4	171.000000	175	338	0	0
Rimbp2	170.666667	147	365	0	0
Gm3005	170.666667	227	285	0	0
Fbln7	170.666667	141	371	0	0
Dmkn	170.666667	172	340	0	0
Dab1	170.666667	131	381	0	0
Cntn2	170.666667	170	342	0	0
Agbl2	170.666667	141	371	0	0
Rnf225	170.333333	113	398	0	0
Mest	170.333333	99	412	0	0
Slc6a3	170.000000	150	360	0	0
Ripk3	170.000000	136	374	0	0
Myod1	170.000000	185	325	0	0
Ildr1	170.000000	150	360	0	0
Faim2	170.000000	154	356	0	0
Eps8l1	170.000000	160	350	0	0
Cyp2s1	170.000000	180	330	0	0
Ankrd31	170.000000	244	266	0	0
Wnt9b	169.666667	134	375	0	0
Tacstd2	169.666667	180	329	0	0
Pcp4l1	169.666667	104	405	0	0
Nap1l5	169.666667	104	405	0	0
Hck	169.666667	131	378	0	0
Cryga	169.666667	182	327	0	0
Tnfsf8	169.333333	0	508	0	0
Plekha7	169.333333	201	307	0	0
Morc1	169.333333	201	307	0	0
Car11	169.333333	180	328	0	0
5031439G07Rik	169.333333	152	356	0	0
Krt1	169.000000	150	357	0	0
Catsperz	168.666667	150	356	0	0
Rbfox1	168.333333	177	328	0	0
Ptger3	168.333333	166	339	0	0
Adap2	168.333333	123	382	0	0
Slc26a5	168.000000	141	363	0	0
Ppp2r3d	168.000000	150	354	0	0
Gjd2	168.000000	170	334	0	0
Gfra3	168.000000	144	360	0	0
Cryba2	168.000000	133	371	0	0
Btc	168.000000	144	360	0	0
Aqp2	168.000000	174	330	0	0
Zfp853	167.666667	182	321	0	0
Smoc2	167.666667	174	329	0	0
Slc9a2	167.666667	78	425	0	0
Gm3752	167.666667	268	235	0	0
Fbxo27	167.666667	141	362	0	0
Efcc1	167.666667	135	368	0	0
Ticrr	167.333333	95	407	0	0
Stat5a	167.333333	100	402	0	0
Evpl	167.333333	128	374	0	0
Egln2	167.333333	142	360	0	0
Sncb	167.000000	151	350	0	0
Pcdhga6	167.000000	141	360	0	0
Myo18a	167.000000	196	305	0	0
Fam167b	167.000000	186	315	0	0
Chp2	167.000000	0	501	0	0
Bricd5	167.000000	194	307	0	0
Ass1	167.000000	199	302	0	0
Rab26	166.666667	95	405	0	0
Klk10	166.666667	198	302	0	0
Hdac7	166.666667	150	350	0	0
Fam129a	166.666667	150	350	0	0
Cplx3	166.666667	95	405	0	0
Ndufb4c	166.333333	0	499	0	0
Ggnbp1	166.333333	176	323	0	0
Clcnkb	166.333333	181	318	0	0
Bak1	166.333333	176	323	0	0
Wdr86	166.000000	109	389	0	0
Thy1	166.000000	0	498	0	0
Thbs4	166.000000	131	367	0	0
Olfr545	166.000000	104	394	0	0
Carmil2	166.000000	195	303	0	0
Acvrl1	166.000000	131	367	0	0
Abcg3	166.000000	180	318	0	0
Wnt6	165.666667	200	297	0	0
Uros	165.666667	198	299	0	0
Tfeb	165.666667	156	341	0	0
Slc7a7	165.666667	0	497	0	0
Slc30a3	165.666667	190	307	0	0
Pou4f3	165.666667	156	341	0	0
Pdlim2	165.666667	168	329	0	0
Hjurp	165.666667	0	497	0	0
Dpp7	165.666667	211	286	0	0
Dnajc5g	165.666667	190	307	0	0
Ccr8	165.666667	0	497	0	0
Bpi	165.666667	159	338	0	0
Akap1	165.666667	0	497	0	0
A730008H23Rik	165.666667	0	497	0	0
Tmem181a	165.333333	154	342	0	0
Slc41a3	165.333333	110	386	0	0
Slc25a34	165.333333	204	292	0	0
Npr1	165.333333	136	360	0	0
Foxs1	165.333333	179	317	0	0
Espn	165.333333	150	346	0	0
Col1a1	165.333333	119	377	0	0
Jakmip1	165.000000	113	382	0	0
Fstl4	165.000000	170	325	0	0
Foxl1	165.000000	258	237	0	0
Acp4	164.666667	138	356	0	0
1700021F07Rik	164.666667	182	312	0	0
Rasgrf2	164.333333	168	325	0	0
Ptprv	164.333333	187	306	0	0
Pnma2	164.333333	120	373	0	0
Cog3	164.333333	122	371	0	0
6430628N08Rik	164.333333	122	371	0	0
Tmem235	164.000000	174	318	0	0
Npw	164.000000	151	341	0	0
9030624G23Rik	164.000000	136	356	0	0
Zbtb8b	163.666667	86	405	0	0
T	163.666667	168	323	0	0
Lrrc3b	163.666667	141	350	0	0
LOC100861978	163.666667	141	350	0	0
Hes2	163.666667	152	339	0	0
Gm13306	163.666667	141	350	0	0
Eppk1	163.666667	0	491	0	0
Ccl27b	163.666667	141	350	0	0
Rnf39	163.333333	142	348	0	0
Pramel1	163.333333	113	377	0	0
Pparg	163.333333	132	358	0	0
Irak3	163.333333	170	320	0	0
Glis1	163.333333	109	381	0	0
Dnd1	163.333333	147	343	0	0
Ccdc86	163.333333	175	315	0	0
Tsc22d1	163.000000	150	339	0	0
Terb1	163.000000	132	357	0	0
Slc39a4	163.000000	128	361	0	0
Matn1	163.000000	225	264	0	0
Krt14	163.000000	0	489	0	0
Kcnj14	163.000000	170	319	0	0
Grm5	163.000000	150	339	0	0
Tns2	162.666667	107	381	0	0
Thsd4	162.666667	160	328	0	0
Pnpla1	162.666667	130	358	0	0
Mlxipl	162.666667	95	393	0	0
Kcnj11	162.666667	203	285	0	0
Etnk2	162.666667	228	260	0	0
Upk3bl	162.333333	194	293	0	0
Slc27a2	162.333333	211	276	0	0
Slc10a4	162.333333	141	346	0	0
Serpinf2	162.333333	177	310	0	0
Lrrc38	162.333333	152	335	0	0
Gm13287	162.333333	158	329	0	0
Fam174c	162.333333	128	359	0	0
Ace	162.333333	143	344	0	0
Wiz	162.000000	0	486	0	0
Rarres1	162.000000	104	382	0	0
Ptgdr	162.000000	131	355	0	0
Nid1	162.000000	141	345	0	0
Lrtm2	162.000000	148	338	0	0
Fgf12	162.000000	86	400	0	0
Ednra	162.000000	104	382	0	0
Dcst2	162.000000	127	359	0	0
Dcst1	162.000000	127	359	0	0
Cacna2d4	162.000000	148	338	0	0
Prss34	161.666667	0	485	0	0
Hoxb3	161.666667	184	301	0	0
Fyb2	161.666667	0	485	0	0
Ccdc188	161.666667	150	335	0	0
Trim17	161.333333	152	332	0	0
Spag9	161.333333	113	371	0	0
Gpd1l	161.333333	160	324	0	0
Celf4	161.333333	113	371	0	0
Bmp4	161.333333	169	315	0	0
Smarcd2	161.000000	162	321	0	0
Slc38a8	161.000000	196	287	0	0
Nrros	161.000000	113	370	0	0
Lin28a	161.000000	132	351	0	0
Bhlhe23	161.000000	157	326	0	0
Nfe2	160.666667	140	342	0	0
Fuom	160.666667	122	360	0	0
Uts2r	160.333333	137	344	0	0
Tal2	160.333333	131	350	0	0
She	160.333333	145	336	0	0
Plekhg6	160.333333	118	363	0	0
Kcnip1	160.333333	131	350	0	0
Itpr3	160.333333	140	341	0	0
Irf6	160.333333	104	377	0	0
Gm3636	160.333333	170	311	0	0
Gm13420	160.333333	142	339	0	0
Gm10024	160.333333	147	334	0	0
H2-M5	160.000000	141	339	0	0
Gpr101	160.000000	141	339	0	0
Dbx2	160.000000	122	358	0	0
Cntnap2	160.000000	141	339	0	0
Bex1	160.000000	141	339	0	0
Abcg8	160.000000	141	339	0	0
Slc35f4	159.666667	141	338	0	0
Plbd1	159.666667	122	357	0	0
Kank4	159.666667	141	338	0	0
Gm17455	159.666667	141	338	0	0
Ubfd1	159.333333	95	383	0	0
Prima1	159.333333	180	298	0	0
Pgd	159.333333	131	347	0	0
Lingo1	159.333333	141	337	0	0
Gm4737	159.333333	141	337	0	0
Gm128	159.333333	148	330	0	0
Fxyd2	159.333333	160	318	0	0
Ears2	159.333333	95	383	0	0
Dock10	159.333333	160	318	0	0
Dennd4b	159.333333	98	380	0	0
St14	159.000000	141	336	0	0
Smim17	159.000000	201	276	0	0
Peg12	159.000000	138	339	0	0
Lrrc8e	159.000000	131	346	0	0
Krt18	159.000000	170	307	0	0
Gm1110	159.000000	170	307	0	0
Epb41l2	159.000000	170	307	0	0
Ece2	159.000000	180	297	0	0
Scn8a	158.666667	114	362	0	0
Fbll1	158.666667	145	331	0	0
Akain1	158.666667	131	345	0	0
Tmem171	158.333333	111	364	0	0
Pdcd7	158.333333	111	364	0	0
Ltbp2	158.333333	130	345	0	0
Htra4	158.333333	160	315	0	0
Grp	158.333333	104	371	0	0
Gnmt	158.333333	178	297	0	0
Cdsn	158.333333	159	316	0	0
Angptl7	158.333333	141	334	0	0
Acan	158.333333	104	371	0	0
Terf2ip	158.000000	104	370	0	0
Prom2	158.000000	152	322	0	0
Kars	158.000000	104	370	0	0
Fxyd1	158.000000	109	365	0	0
Csnk1g2	158.000000	0	474	0	0
Arhgap8	158.000000	104	370	0	0
Tekt3	157.666667	0	473	0	0
Slc6a5	157.666667	153	320	0	0
Pycard	157.666667	0	473	0	0
OTTMUSG00000016609	157.666667	0	473	0	0
Il13ra1	157.666667	113	360	0	0
Gnas	157.666667	128	345	0	0
Gmeb2	157.666667	0	473	0	0
Gm4724	157.666667	0	473	0	0
Gm2026	157.666667	0	473	0	0
Gm14434	157.666667	0	473	0	0
Gm14430	157.666667	0	473	0	0
Gm14308	157.666667	0	473	0	0
Ffar4	157.666667	157	316	0	0
Esm1	157.666667	0	473	0	0
Tmem114	157.333333	103	369	0	0
Grin3a	157.333333	196	276	0	0
Ccdc194	157.333333	164	308	0	0
Slc6a2	157.000000	129	342	0	0
Sema6c	157.000000	0	471	0	0
Lig1	157.000000	0	471	0	0
Bmp8b	157.000000	137	334	0	0
Rasl2-9	156.666667	131	339	0	0
Paqr7	156.666667	131	339	0	0
